version,0.0.1,,,,
output_json,../resources/office_outputs.json,,,,
models,../seeds/office.osm,,,,
weather_paths,../weather/USA_CO_Denver.Intl.AP.725650_TMY3.epw,,,,
measure_paths,../measures,,,,
analysis_name,Example Batch Datapoints,,,,
export_path,,,,,
library_path,,,,,
proxy_port,,,,,
user_id,,,,,
aws_tags,,,,,
os_server_version,,,,,
cluster_name,,,,,
server_instance_type,,,,,
worker_instance_type,,,,,
worker_node_number,2,,,,
BEGIN-MEASURES,,,,,
ReduceSpaceInfiltrationByPercentage,ReduceSpaceInfiltrationByPercentage,ReduceLightingLoadsByPercentage,ReduceLightingLoadsByPercentage,AdjustThermostatSetpointsByDegrees,AdjustThermostatSetpointsByDegrees
space_type,space_infiltration_reduction_percent,space_type,lighting_power_reduction_percent,cooling_adjustment,heating_adjustment
Space Type,Infiltration Reduction,Space Type 1,LPD Reduction,Cooling Setpoint,Heating Setpoint
*Entire Building*,20,*Entire Building*,5,1,1
*Entire Building*,10,*Entire Building*,10,1,1
*Entire Building*,5,*Entire Building*,20,1,1
*Entire Building*,0,*Entire Building*,50,2,2
